tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
"Architektenleistung zur Errichtung einer 2-fach Sporthalle inkl. Rückbau vorhandener Gebäude, Scherlingstraße 37 in Iserlohn-Hennen",Stadt Iserlohn,2021-07-07,not specified,not specified,not specified,07.07.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Empfangsdienste für die NRW.BANK in Düsseldorf,NRW.BANK AöR,2022-12-22,not specified,not specified,not specified,22.12.22,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Besucher, Ausstellung",North Rhine-Westphalia
"Deutsche Sporthochschule Köln, Sanierung Leichtathletikzentrum (LAZ), Tischlerarbeiten, 025-24-00170",Bau- und Liegenschaftsbetrieb NRW Köln,2024-06-19,not specified,not specified,not specified,19.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Sanierung 1. BA VK 3,Stiftung Zollverein,2024-11-11,09.12.24,not specified,not specified,11.11.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
TU Gesamtschule Berliner Ring,"Stadt Monheim am Rhein, der Bürgermeister - Vergabestelle",2024-08-17,not specified,not specified,not specified,17.08.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"Neuanmietung Polizeiwache in den Stadtteilen Weiden, Lövenich, Junkersdorf oder Müngersdorf",Polizeipräsidium Köln,2024-08-17,not specified,not specified,not specified,17.08.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
2024-0497 Zukunftsgarten Duisburg IGA 2027 - TP Grüne Maßnahmen - Landschaftsbauarbeiten,Wirtschaftsbetriebe Duisburg - AöR im Namen und für Rechnung der Stadt Duisburg - Stabsstelle VI-01 IGA,2024-10-29,not specified,not specified,not specified,29.10.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"Rahmenvertrag Büromöbel (Los1), Bürodrehstühle (Los 2) und Besucher- und Seminarraumstühle (Los 3)",FH Münster University of Applied Sciences,2024-08-29,not specified,not specified,not specified,29.08.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Rahmenvertrag über die Lieferung von Bürodrehstühlen und Besucherstühlen,Stadt Gütersloh,2024-11-05,19.11.24,not specified,not specified,05.11.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
"2022-0197, Trennvorhänge inkl. Wartungsvertrag über 4 Jahre, Sanierung der 5-fach Sporthalle der Gesamtschule Schlebusch, Ophovener Str.4, 51375 Leverkusen",Stadt Leverkusen - Fachbereich Recht und Vergabestelle,2022-12-17,19.01.23,not specified,not specified,17.12.22,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Lieferung von Büromöbeln,Gelderner Bau Gesellschaft mbH,2024-01-25,not specified,not specified,not specified,25.01.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Beschaffung Büromöbel Jobcenter Herten,"Kreis Recklinghausen, Der Landrat",2024-07-30,not specified,not specified,not specified,30.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
2023-0847 Rahmenvertrag über die Lieferung von Büromobiliar,DEG Duisburger Einkaufsgesellschaft mbH,2024-09-11,not specified,not specified,not specified,11.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Besucher,North Rhine-Westphalia
Metallbauarbeiten Röntgen Museum,"Stadt Remscheid, Fachdienst Recht und Vergabe, Abteilung Zentrale Vergabestelle",2024-07-16,not specified,not specified,not specified,16.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Raumausstattung für das Museum für Frühindustrialisierung,Stadt Wuppertal - 404.12 - Haupt- und Personalamt - Beschaffungsservice,2024-10-23,18.11.24,not specified,not specified,23.10.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Drucksachen für das Museum Folkwang,"Stadt Essen, Zentrale Vergabestelle",2021-05-07,08.06.21,not specified,not specified,07.05.21,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Museum, Ausstellung",North Rhine-Westphalia
Vorabinformation - MiQua. LVR-Jüdisches Museum im Archäologischen Quartier Köln,Gebäudewirtschaft der Stadt Köln,2024-09-13,not specified,not specified,not specified,13.09.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Neugestaltung der Freiflächen am st. Museum Grundstück Deichtorwall 4,"Hansestadt Herford -Der Bürgermeister-, Abteilung 2.3 Stadtplanung, Grünflächen und Geodaten",2024-10-04,not specified,not specified,not specified,04.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Umbau Planetarium; 21-259 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2021-05-05,not specified,not specified,not specified,05.05.21,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Abbrucharbeiten; 24-387 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-09-23,not specified,not specified,not specified,23.09.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften;  VE04.7 Kampfmittelüberprüfung/-sondierung; 24-270 B",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-15,not specified,not specified,not specified,15.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde Aussenstelle Heiliges Meer, Recke; PV-Anlage; Elektrotechnik; 24-531 Ö",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-11-05,05.12.24,not specified,not specified,05.11.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Sammlungsschränke für die Ornithologische Sammlung am LIB Museum der Natur Hamburg,Leibniz-Institut zur Analyse des Biodiversitätswandels,2024-11-08,29.11.24,not specified,not specified,08.11.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Abbrucharbeiten; 24-094 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-10,not specified,not specified,not specified,10.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Elektrotechnik; 24-312 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-09-18,not specified,not specified,not specified,18.09.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; Feuerlöschtechnik VE41.1; 24-431 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-11-07,not specified,not specified,not specified,07.11.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; VE02 Baustelleneinrichtung / Baulogistik; 24-097 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-14,not specified,not specified,not specified,14.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; VE03.02 Tischlerarbeiten Interimsfoyer - Vorabmaßnahme; 24-095 E",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-23,not specified,not specified,not specified,23.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"LWL - Museum für Naturkunde - Westf. Landesmuseum mit Planetarium, MS; Forum Naturwissenschaften; VE04.02 Demontage- und Schadstoffsanierungsarbeiten von Asbest-, und KMF-haltigen Baustoffen Produkten",LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-07-04,not specified,not specified,not specified,04.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"Kauf, Lieferung und Montage der aufgeführten Grafikproduktionen und ggf. für den fachgerechten Betrieb notwendige Nebenleistunge",Stadt Wuppertal - 404.12 - Haupt- und Personalamt - Beschaffungsservice,2024-10-23,18.11.24,not specified,not specified,23.10.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
"Hin- und Rücktransport von Kunstwerken für die Ausstellung ""Grow It, Show It! Haare im Blick von Diane Arbus bis TikTok""","Stadt Essen, Zentrales Vergabe- und Beschaffungsmanagement",2024-09-11,not specified,not specified,not specified,11.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Museum, Ausstellung",North Rhine-Westphalia
2024-0306 Denkmalschutzarbeiten an 2 Museumsschiffen (Oscar Huber und Fendel 147) in 2 Losen,Einkauf der Stadt Duisburg (10-31),2024-07-14,not specified,not specified,not specified,14.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Museum,North Rhine-Westphalia
Gestaltungs- und Planungsleistungen einer temporären Ausstellung (Juni 2025),Stiftung Haus der Geschichte Nordrhein-Westfalen,2024-09-16,not specified,not specified,not specified,16.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Sicherheitsdienst für die Ausstellung ""Zerrissene Träume"" des Sauerland Museums",Hochsauerlandkreis,2024-11-07,not specified,not specified,not specified,07.11.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Aldenhoven, Bürgerzentrum, Betreuung eines Realisierungswettbewerbs gem. RPW 2013",Starke Projekte Gmbh,2024-09-22,not specified,not specified,not specified,22.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
City of Play,Ministerium für Kultur und Wissenschaft des Landes Nordrhein-Westfalen,2024-09-25,not specified,not specified,not specified,25.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Rahmenvereinbarung zur Organisation und Durchführung von Veranstaltungen,"Ministerium für Umwelt, Naturschutz und Verkehr des Landes NRW",2024-11-06,11.12.24,not specified,not specified,06.11.24,VgV TNW,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Interimsvergabe von Sicherheitsdienstleistungen,Stiftung Kunstsammlung NRW,2024-09-22,not specified,not specified,not specified,22.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Haus Bürgel: TGA-Planung Heizung, Lüftung, Sanitär","Nordrhein-Westfalen-Stiftung Naturschutz, Heimat- und Kulturpflege",2024-09-10,not specified,not specified,not specified,10.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Fachplanung Technische Anlagen: Technische Ausrüstung (TA) für die Betriebsinfrastrukturplanung (BIP) der IGA 2027,Internationale Gartenausstellung Metropole Ruhr 2027 gGmbH,2024-10-20,not specified,not specified,not specified,20.10.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Haus Hohenbusch, Sanierung der Putzfassade am Herrenhaus","Stadt Erkelenz, Der Bürgermeister",2024-06-18,not specified,not specified,not specified,18.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Ausstellungsproduktion: Ausstellungsbau und Grafikproduktion,"Landschaftsverband Westfalen-Lippe, Zentrale Einkaufskoordination",2024-11-13,04.12.24,not specified,not specified,13.11.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"Klimapavillon Bauleistung Holzbau, Stadt Schwerte",Stadt Schwerte - Zentrale Vergabestelle,2024-10-28,not specified,not specified,not specified,28.10.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
"LVR-Niederrheinmuseum Wesel, LV-14 / Gewerk 445/ - Leuchtschriften DIN EN 12464-1","LVR-Niederrheinmuseum Wesel, LV-14 / Gewerk 445/ - Leuchtschriften DIN EN 12464-1",2024-11-15,not specified,not specified,not specified,15.11.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Dachabdichtung G21 Neubau Eingangs- und Ausstellungsgebäude; 23-544 E,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-13,not specified,not specified,not specified,13.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
LWL - Freilichtmuseum Detmold; Kompaktdach G22 Neubau Eingangs- und Ausstellungsgebäude; 24-169 E,LWL - Bau- und Liegenschaftsbetrieb (LWL-BLB),2024-06-25,not specified,not specified,not specified,25.06.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Ausstellung,North Rhine-Westphalia
Konzept zur Standortentwicklung am Autobahnkreuz Jackerah,Zweckverband LANDFOLGE Garzweiler,2024-11-05,02.12.24,not specified,not specified,05.11.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Konzept, Masterplan",North Rhine-Westphalia
"Aachen, Rothe Erde - Nutzungs- und Strukturkonzepte",NRW.URBAN,2024-11-15,16.12.24,not specified,not specified,15.11.24,VgV TNW,https://www.evergabe.nrw.de,"Konzept, Machbarkeit, Beratung",North Rhine-Westphalia
2024-80 S/4 HANA Utilities-Transformation für 2 Systeme inklusive Market Communication-Cloud (MaCo-Cloud),Netze Duisburg GmbH,2024-10-18,18.11.24,not specified,not specified,18.10.24,SektVO TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
SAP_HCM,rku.it GmbH,2024-11-13,19.12.24,not specified,not specified,13.11.24,SektVO TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Umsetzung des Projektes KSR Logistikstandort - Generalplanung,Stadt Recklinghausen,2024-11-08,12.12.24,not specified,not specified,08.11.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Erstellung eines Gutachtens - Alleenentwicklungskonzept für die Stadt Gelsenkirchen, 45875 Gelsenkirchen",Stadt Gelsenkirchen,2024-11-14,not specified,not specified,not specified,14.11.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Datenschutzkonzept für den Fachbereich Gesundheit,Kreis Unna - Der Landrat,2024-10-24,21.11.24,not specified,not specified,24.10.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Masterplan Bergheim Nord,Starke Projekte GmbH,2024-10-22,21.11.24,not specified,not specified,22.10.24,VgV TNW,https://www.evergabe.nrw.de,"Konzept, Masterplan",North Rhine-Westphalia
Konzession für das Aufstellen von Alttextilcontainern,Vergabe und Beschaffungszentrum Dortmund,2024-10-15,18.11.24,not specified,not specified,15.10.24,Sonstige Ausschreibung,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
NEUBAU HET III/ICMERI ELT Planung  LPH 5-8,Universitätsklinikum Bonn AöR,2024-11-08,22.11.24,not specified,not specified,08.11.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
NEUBAU HET III/ICMERI TGA Planung  LPH 5-8,Universitätsklinikum Bonn AöR,2024-11-08,22.11.24,not specified,not specified,08.11.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Planung Gewässerausbau Niepkuhlen,Kommunalbetrieb Krefeld AöR,2024-10-16,19.11.24,not specified,not specified,16.10.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"""Grünes Band"", Teilabschnitt Food Campus - Verkehrsanlage und Freianlage",Starke Projekte GmbH,2024-10-31,06.12.24,not specified,not specified,31.10.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Bundesstadt Bonn - Bewachung von Flüchtlings- und Obdachlosenunterkünften im Zeitraum 01.07.2025 bis 31.12.2026 mit der Option der dreimaligen Verlängerung bis längstens 31.12.2029,Bundesstadt Bonn - Referat Vergabedienste,2024-11-02,05.12.24,not specified,not specified,02.11.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
BLB NRW K / Amtsgericht Leverkusen (40-11-1233-23-001+002) Modernisierungsplanung- Objektplanung mit Schadstoffsanierung,Bau- und Liegenschaftsbetrieb NRW Köln,2024-10-21,21.11.24,not specified,not specified,21.10.24,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"Bundesstadt Bonn, Projektsteuerungsleistungen für das Integrierte Stadtteilentwicklungskonzept Innenstadt Bonn-Bad Godesberg (ISEK)",Bundesstadt Bonn - Stadtplanungsamt,2022-11-05,06.12.22,not specified,not specified,05.11.22,VgV TNW,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Jahrbuch des Rhein-Sieg-Kreises 2025,Rhein-Sieg-Kreis,2024-10-22,not specified,not specified,not specified,22.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Haus Bürgel: Energiekonzept - vergebener Auftrag,"Nordrhein-Westfalen-Stiftung Naturschutz, Heimat- und Kulturpflege",2024-08-14,not specified,not specified,not specified,14.08.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
Schulentwicklungsplanung für die Förderschulen in Trägerschaft des Rheinisch-Bergischen Kreises,Rheinisch-Bergischer Kreis,2024-10-16,not specified,not specified,not specified,16.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Konzept,North Rhine-Westphalia
"KE - Masterplan Urft/Olef: Hydraulik, Hydrologie, Konzepterstellung",Wasserverband Eifel-Rur - Zentrale Vergabestelle -,2024-09-28,not specified,not specified,not specified,28.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
BLB NRW K / BB / Sankt Augustin / BPol  Nahwärmenetz Masterplan - Montage Pultdach,Bau- und Liegenschaftsbetrieb NRW Köln,2024-10-25,not specified,not specified,not specified,25.10.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
"Ex-post: Ausbau Große Viehstraße als Gemeinschaftsstraße, Planungsleistungen",Stadt Coesfeld,2024-08-26,not specified,not specified,not specified,26.08.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
Nachnutzung Neurozentrum - Seilsicherung,Universitätsklinikum Bonn AöR,2024-10-23,21.11.24,not specified,not specified,23.10.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
Juristische Beratung zur QEV,Stadt Recklinghausen,2024-11-09,16.12.24,not specified,not specified,09.11.24,VgV TNW,https://www.evergabe.nrw.de,"Masterplan, Machbarkeit, Beratung",North Rhine-Westphalia
Citymanagement für die Oelder Innenstadt,Stadt Oelde,2024-09-05,not specified,not specified,not specified,05.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Masterplan,North Rhine-Westphalia
Projektleitungsunterstützung für die Einführung eines pädiatrischen Intensivinformationssystems,Universitätsklinikum Münster,2024-11-05,not specified,not specified,not specified,05.11.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
164 - Pilot Prelithiation Line,RWTH Aachen University,2024-11-07,not specified,not specified,not specified,07.11.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Bundesstadt Bonn - Rahmenvereinbarung OGS-Ausbau - Freianlagenplanung,Bundesstadt Bonn - Referat Vergabedienste,2024-11-09,10.12.24,not specified,not specified,09.11.24,VgV TNW,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Vorinformation Musik-Campus,Stadtverwaltung Münster - Zentrales Vergabemanagement,2020-09-18,not specified,not specified,not specified,18.09.20,VgV Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
"Bundesstadt Bonn, Machbarkeitsuntersuchung der Dächer zur Errichtung von Photovoltaikanlagen",Bundesstadt Bonn - Referat Vergabedienste,2024-09-13,not specified,not specified,not specified,13.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Planungsleistungen der Tragwerksplanung (§ 51 HOAI) für die Grundschule Kaldauen: Umbau und Erweiterungsmaßnahmen der OGS Kaldauen inklusive Mensaerweiterung,Kreisstadt Siegburg,2022-10-27,28.11.22,not specified,not specified,27.10.22,VgV Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
"2024-0321, Tragwerksplanung Umbau / Erweiterungsbau Gemeinschaftsgrundschule (GGS) Herderstraße, Herderstraße 10, 51381 Leverkusen",Stadt Leverkusen - Fachbereich Recht und Vergabestelle,2024-11-06,09.12.24,not specified,not specified,06.11.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Machbarkeitsstudie Sanierung Stadt- und Landesbibliothek,Vergabe und Beschaffungszentrum Dortmund,2024-09-24,not specified,not specified,not specified,24.09.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
KVA Köln-Machbarkeitsstudie Klärschlammtanker,Bundesstadt Bonn - Referat Vergabedienste,2024-10-14,not specified,not specified,not specified,14.10.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
"Nutzerbedarfsanforderung, Standortsuche und Machbarkeitsstudie zur Neuentwicklung eines Bevölkerungsschutzzentrums",Rhein-Kreis Neuss -Der Landrat- Ordnungsamt,2024-11-08,not specified,not specified,not specified,08.11.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Objektplanung Energetische Sanierung Gymnasium Delbrück,Stadt Delbrück,2019-07-11,not specified,not specified,not specified,11.07.19,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
"Planung Technische Ausrüstung Erweiterung, Umbau und Sanierung Gymnasium Delbrück",Stadt Delbrück,2021-02-26,not specified,not specified,not specified,26.02.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
"Planungsleistung ""Objektplanung Gebäude"" zur Sanierung der Freiligrath Schule 59075 Hamm","Stadt Hamm, Immobilienmanagement",2024-06-07,not specified,not specified,not specified,07.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
BKJ-TNW-Objektplanung ex post,Gesellschaft für Infrastrukturvermögen Kreis Düren mbH,2024-08-14,not specified,not specified,not specified,14.08.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Projektmanagementleistungen für den Neubau einer Zweifach Sporthalle und Abbruch einer Einfach Sporthalle,Vergabe und Beschaffungszentrum Dortmund,2024-08-29,not specified,not specified,not specified,29.08.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
Klimaresiliente Umgestaltung von öffentlichen Plätzen im Essener Stadtgebiet - Planungsleistungen,Stadt Essen - Amt für Straßen und Verkehr,2024-09-03,not specified,not specified,not specified,03.09.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Beratung",North Rhine-Westphalia
