tender_name,tender_authority,application_start_date,tender_deadline,period,tender_location,date_published,tender_type,source_url,found_keywords,state
BLB NRW Aachen/ Polizei/ Brühl WE 1623/  Machbarkeitsstudie Gebäude 5 und 2 polizeiärztlicher Dienst_005-24-320_CIII,Bau- und Liegenschaftsbetrieb NRW Aachen,2024-07-05,not specified,not specified,not specified,05.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Machbarkeitsstudie Gumbertstrasse,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle",2024-07-10,not specified,not specified,not specified,10.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Machbarkeitsstudie alte PH Heizungsnetz,RWTH- Aachen,2024-07-29,not specified,not specified,not specified,29.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Objektplanung Energetische Sanierung Gymnasium Delbrück,Stadt Delbrück,2019-07-11,not specified,not specified,not specified,11.07.19,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
"Planung Technische Ausrüstung Erweiterung, Umbau und Sanierung Gymnasium Delbrück",Stadt Delbrück,2021-02-26,not specified,not specified,not specified,26.02.21,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
"Projekt: INOVA-Park - Kanal- und Straßenbauliche Erschließung; hier:  Planungsleistungen für Ingenieurbauwerke gem. HOAI § 44,  Verkehrsanlagen gem. HOAI § 48,   Technische Ausrüstung gem. HOAI § 56",Stadt Ibbenbüren,2024-03-06,not specified,not specified,not specified,06.03.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Machbarkeit,North Rhine-Westphalia
"BLB NRW Köln / Uni Bonn / Chemie, MP2, HOAI ELT",Bau- und Liegenschaftsbetrieb NRW Köln,2024-05-15,not specified,not specified,not specified,15.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,"Machbarkeit, Machbarkeitsstudie",North Rhine-Westphalia
Dienstleistung Beratung IBM-Cognos,Ruhr-Universität Bochum,2024-07-15,not specified,not specified,not specified,15.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Weiterführung Beratung Abfallwirtschaft 2,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle",2024-05-29,not specified,not specified,not specified,29.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Weiterführung Beratung Abfallwirtschaft,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle",2024-05-29,not specified,not specified,not specified,29.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Beratung SAP-Einführung Phase 3,Hochschule Ruhr West Standort Mülheim an der Ruhr,2024-05-23,not specified,not specified,not specified,23.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Beratung und Software-Entwicklung Biigle 2.0,Universität Bielefeld,2024-07-30,not specified,not specified,not specified,30.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Externe juristische Beratung für Rettungsdienstleistungen,Vergabe und Beschaffungszentrum Dortmund,2024-07-02,not specified,not specified,not specified,02.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Rahmenvertrag über die juristische Beratung und Begleitung,Universität Duisburg-Essen,2024-05-21,not specified,not specified,not specified,21.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Fachwissenschaftliche Beratung und Unterstützung im Projekt Replantica,Technische Hochschule Köln,2024-05-24,not specified,not specified,not specified,24.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Beratung und Projektmanagement d.velop documents,Essener Systemhaus,2024-07-09,not specified,not specified,not specified,09.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Support und Beratung für das Helpdesk-System Zammad,Kreis Steinfurt,2024-05-07,not specified,not specified,not specified,07.05.24,Sonstige Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Beratung und Prozessbegleitung im Behördlichen Gesundheitsmanagement (BGM),"Oberfinanzdirektion NRW, Dienstsitz Münster",2024-08-04,03.09.24,not specified,not specified,04.08.24,VgV TNW,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Externe Mitarbeiter*innen Beratung für städtische Dienstkräfte (Kopie),Fachbereich Organisation und IT,2021-06-09,13.07.21,not specified,not specified,09.06.21,VgV Ausschreibung,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Universität zu Köln - Beratung Förderantrag Lehrarchitektur,"Universität zu Köln, Abteilung 64 - Einkauf",2024-07-26,not specified,not specified,not specified,26.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
"Rahmenvereinbarung Beratung ""Prozessklärung und Digitalisierung Personaladministration""",Universität Bielefeld,2024-06-07,not specified,not specified,not specified,07.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Beratung, Analyse",North Rhine-Westphalia
Universität zu Köln - Beratung Sanierung WiSo-Hochhaus,"Universität zu Köln, Abteilung 64 - Einkauf",2024-07-29,not specified,not specified,not specified,29.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
174 - Technische Betreuung und Beratung zu Umfragen im Prozess der Markenneupositionierung,RWTH Aachen University,2024-07-10,not specified,not specified,not specified,10.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
"Krefeld, Beratung von Krefelder Klimapartnern bei der Erstellung von betrieblichen Klimaschutzkonzepten",Stadt Krefeld,2024-04-11,not specified,not specified,not specified,11.04.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
"Beratung zur Gründung einer Kompetenzagentur für ressourceneffizientes, kreislaufgerechtes und klimaschonendes Bauen im Rheinischen Revier",Zweckverband LANDFOLGE Garzweiler,2024-07-23,not specified,not specified,not specified,23.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Rechtliche Beratung im Hinblick auf eine Anschlussnutzung von Bohrungen der geothermalen Erkundung durch den Geologischen Dienst NRW zu Zwecken der Erdwärmegewinnung in Nordrhein-Westfalen,"Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie des Landes Nordrhein-Westfalen",2024-07-17,not specified,not specified,not specified,17.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
Transformation der StEB SAP Systeme auf S/4HANA - Maßnahmen zur Umsetzung,"StEB Stadtentwässerungsbetriebe Köln, AöR",2024-07-29,27.08.24,not specified,not specified,29.07.24,VgV TNW,https://www.evergabe.nrw.de,Beratung,North Rhine-Westphalia
166 - LCA Studie Metaprocess,RWTH Aachen University,2024-05-10,not specified,not specified,not specified,10.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Studie - Standortvergleich und Finanzierung der Transformation,"Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie des Landes Nordrhein-Westfalen",2024-07-05,not specified,not specified,not specified,05.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Studie zu den Arbeitsweisen in der Landesverwaltung NRW und den sich daraus ergebenden Anforderungen an die Gestaltung von Flächen,Bau- und Liegenschaftsbetrieb NRW Zentrale,2024-07-22,not specified,not specified,not specified,22.07.24,Sonstige Vergebener Auftrag,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Studie zur Festlegung eins Betrachtungsraumes im Stadtgebiet Moers gemäß den KRiS-Förderrichtlinien,ENNI Stadt & Service Niederrhein AöR,2024-07-09,21.08.24,not specified,not specified,09.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,"Studie, Analyse",North Rhine-Westphalia
Lebenslagenstudie LSBTIQ,"Ministerium für Kinder, Jugend, Familie, Gleichstellung, Flucht und Integration des Landes NRW",2024-03-22,not specified,not specified,not specified,22.03.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Analyse DHHB im Urin,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",2024-06-12,not specified,not specified,not specified,12.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Studie, Analyse",North Rhine-Westphalia
Beschaffung eines autonomen Lieferroboters,Hochschule Bielefeld,2024-07-25,not specified,not specified,not specified,25.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Studie, Machbarkeitsstudie",North Rhine-Westphalia
Analyse Schadstoffe Kinderurin,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",2024-06-06,not specified,not specified,not specified,06.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,"Studie, Analyse",North Rhine-Westphalia
"Bürgewald - Ort der Zukunft, Erstellung von Gebäudeschadstoffgutachten und Kostenschätzung",NRW.URBAN Kommunale Entwicklung Gmbh als Treuhänder der Gemeinde Merzenich für die Entwicklung von Bürgewald als Ort der Zukunft,2024-07-24,23.08.24,not specified,not specified,24.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,"Studie, Gutachten",North Rhine-Westphalia
Modernisierung der Sonderbauwerke - Erneuerung E-MSR-Technik SRK Bachstraße,Stadt Emsdetten,2024-07-29,not specified,not specified,not specified,29.07.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Kommunikation große Tarifreform,Verkehrsverbund Rhein-Ruhr AöR,2024-07-11,09.08.24,not specified,not specified,11.07.24,VgV TNW,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
2024-0415 Deichsanierung Rückstaudeich Anger / Gewässerumbau Anger in Duisburg-Huckingen,"Wirtschaftsbetriebe Duisburg - AöR, im Namen und für Rechnung der Stadt Duisburg, Amt 31 (Details sind der Datei ""1001_Aufforderung TWB"" zu entnehmen)",2024-07-17,30.08.24,not specified,not specified,17.07.24,VgV TNW,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Total-Body-PET / CT,Universitätsklinikum Münster,2024-07-21,20.08.24,not specified,not specified,21.07.24,VgV TNW,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Digitalisierung B2B,Verkehrsverbund Rhein-Ruhr AöR,2024-07-23,30.08.24,not specified,not specified,23.07.24,VgV TNW,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
156/152 - POLARIS - Provider Oriented Open Learning Analytics,RWTH Aachen University,2024-08-02,03.09.24,not specified,not specified,02.08.24,VgV TNW,https://www.evergabe.nrw.de,Studie,North Rhine-Westphalia
Analyse von wässrigen salzhaltigen Proben,Technische Hochschule Köln,2024-08-05,not specified,not specified,not specified,05.08.24,UVgO Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Analyse und Monitoring der Schaffung von Arbeitsplätzen,Technische Universität Dortmund,2024-07-04,not specified,not specified,not specified,04.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Technische Analyse und Ansätze zur Stärkung der IoT-Sicherheit,Westfälische Hochschule,2024-08-01,not specified,not specified,not specified,01.08.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
"Schule Haselrain 38 - technische Erkundung, Probenahme und Analyse","Schule Haselrain 38 - technische Erkundung, Probenahme und Analyse",2024-07-12,08.08.24,not specified,not specified,12.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
LWL-Mitarbeitendenbefragung,Landschaftsverband Westfalen-Lippe,2024-07-15,not specified,not specified,not specified,15.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
RPA,rku.it GmbH,2024-07-17,15.08.24,not specified,not specified,17.07.24,SektVO TNW,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Potentialanalyse zum Komplex Kreislaufwirtschaft und Recycling,Rhein-Erft-Kreis,2024-07-04,not specified,not specified,not specified,04.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Beprobung von Graben und Bankettmaterial auf den Kreisstraßen des Hochsauerlandkreises,Hochsauerlandkreis,2024-05-27,not specified,not specified,not specified,27.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
3-D-Schüttler TURBULA T10B,"Landesamt für Natur, Umwelt und Verbraucherschutz NRW",2024-05-27,not specified,not specified,not specified,27.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Organisationsuntersuchung im Bereich 5-1 / Stadtplanung und 5-6 / Mobilität,Stadt Oberhausen Stabsstelle 2-0-10 Zentrale Vergabe,2024-06-27,08.08.24,not specified,not specified,27.06.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Chance Praktikum,Stadt Essen - JobCenter Essen,2024-07-24,not specified,not specified,not specified,24.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Universität zu Köln - Verbrauchsmaterialien für Qualitätskontrolle,"Universität zu Köln, Abteilung 64 - Einkauf",2024-07-04,not specified,not specified,not specified,04.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Analyse,North Rhine-Westphalia
Erweiterung BT X der Universität Paderborn (Rechenzentrum) - Objektplanung,Bau- und Liegenschaftsbetrieb NRW Bielefeld,2024-05-14,not specified,not specified,not specified,14.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Plausibilisierung,North Rhine-Westphalia
"Planungsleistung ""Objektplanung Gebäude"" zur Sanierung der Freiligrath Schule 59075 Hamm","Stadt Hamm, Immobilienmanagement",2024-06-07,not specified,not specified,not specified,07.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Machbarkeitsstudie,North Rhine-Westphalia
BLB Aachen | JVA Euskirchen | Neubau Küche | Projektsteuerungsleistungen ohne BIM-Methode (005-24-00134),Bau- und Liegenschaftsbetrieb NRW Aachen,2024-06-05,not specified,not specified,not specified,05.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Machbarkeitsstudie,North Rhine-Westphalia
Bundesstadt Bonn: Schulzentrum Tannenbusch - VgV Verfahren Projektsteuerung,Bundesstadt Bonn - Referat Vergabedienste,2024-07-14,not specified,not specified,not specified,14.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Machbarkeitsstudie,North Rhine-Westphalia
Planungsleistungen: Besucherzentrum indeland - Gemeinde Inden - Technische Ausrüstung (gem. § 53 ff. HOAI),Gemeinde Inden,2024-07-19,not specified,not specified,not specified,19.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Besucherzentrum,North Rhine-Westphalia
"Planungsleistungen: Besucherzentrum indeland - Gemeinde Inden - Tragwerksplanung (gem. § 49 ff. HOAI) und Bauphysik, Wärmeschutz und Energiebilanzierung, gem. § 3 (1), Anlage 1, Ziff. 1.2 ff HOAI",Gemeinde Inden,2024-07-22,not specified,not specified,not specified,22.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Besucherzentrum,North Rhine-Westphalia
Sanierung des Dammes des Feuerlöschteiches am Hammerhof,Wald und Holz NRW,2024-07-23,07.08.24,not specified,not specified,23.07.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Informationszentrum,North Rhine-Westphalia
"Landschaftsbauarbeiten - Inselpromenade - IGA 2027 Zukunftsinsel mit Nordsternpark+, Zufahrt über Grothusstraße 201, 45883 Gelsenkirchen",Stadt Gelsenkirchen,2024-03-06,not specified,not specified,not specified,06.03.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Gartenschau,North Rhine-Westphalia
Planung für die Sanierung Grünanlage Holterhöfchen,Stadt Hilden,2024-07-18,20.08.24,not specified,not specified,18.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
TU Container Bolligstraße,"Stadt Köln - Amt für Recht, Vergabe und Versicherungen",2024-08-05,not specified,not specified,not specified,05.08.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Horster Straße - Wegebau,Grün und Gruga,2024-05-17,not specified,not specified,not specified,17.05.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Spielgerät ÖGA Schillerplatz,"Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle",2024-07-29,not specified,not specified,not specified,29.07.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
GA Stocksiepen - Platz- und Wegebauarbeiten,Grün und Gruga,2024-04-09,not specified,not specified,not specified,09.04.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
TGA Grüner Ring,Vergabe und Beschaffungszentrum Dortmund,2024-05-14,not specified,not specified,not specified,14.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
"Pflege- und Unterhaltungsarbeiten an städt. Grünanlagen, Kinderspielplätzen und Schulen im Jahr 2025, Eschweiler",Stadt Eschweiler,2024-08-01,not specified,not specified,not specified,01.08.24,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Rahmenvertrag über die extensive Mahd in Park- und Grünanlagen der Stadt Sundern.,Stadt Sundern,2024-07-23,14.08.24,not specified,not specified,23.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
"Beschaffung von 7 Pritschenfahrzeugen der 5,5-Tonnen-Klasse mit Doppelkabine und Dreiseitenkipper",GELSENDIENSTE,2024-07-18,19.08.24,not specified,not specified,18.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Abfallsammlung Park- und Grünanlagen,"Stadt Bochum, Referat Zentraler Einkauf",2024-05-10,not specified,not specified,not specified,10.05.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Baumpflanzungen  Grünanlagen Bezirk 7,"Stadt Köln - Amt für Recht, Vergabe und Versicherungen",2024-02-27,not specified,not specified,not specified,27.02.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
"Bundesstadt Bonn, Mähen von Verkehrsgrünanlagen",Bundesstadt Bonn - Referat Vergabedienste,2024-04-26,not specified,not specified,not specified,26.04.24,VOB/A Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Unterhaltung und Reinigung öffentlicher Grünflächen - TBG Greven,Stadt Greven,2024-05-07,not specified,not specified,not specified,07.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Abfallentsorgung 2024/2025 in 5 Losen,"Stadt Ratingen, Der Bürgermeister, Rechtsamt, Zentrale Vergabestelle",2024-05-22,not specified,not specified,not specified,22.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Beschaffung von einem Schmalspurbagger,GELSENDIENSTE,2021-05-06,07.06.21,not specified,not specified,06.05.21,UVgO Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Ersterfassung und Baumkontrolle für das Baumkataster,Stadt Hilden,2024-07-16,20.08.24,not specified,not specified,16.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Lieferung eines kompakten Allrad Geräteträgers für den städtischen Bauhof,Stadt Geilenkirchen -Die Bürgermeisterin-,2024-07-23,14.08.24,not specified,not specified,23.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Rahmenvereinbarung Baumfällungen im Herbst,"Stadt Wuppertal, Ressort Grünflächen und Forsten",2024-07-30,19.08.24,not specified,not specified,30.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
"Krefeld, Projektmanagementleistungen Krützboomweg - Objektplanung Freianlagen",NRW.URBAN,2024-06-06,not specified,not specified,not specified,06.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Zustandserfassung des städtischen Baumbestandes 2023 bis 2025,Stadt Castrop-Rauxel,2024-07-05,not specified,not specified,not specified,05.07.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Grünanlage,North Rhine-Westphalia
Erstellung medizinischer Gutachten,Jobcenter Wuppertal AöR,2024-03-26,not specified,not specified,not specified,26.03.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Gutachten - Erstellung eines Pflege- und Entwicklungsplans für vier Naturschutzgebiete im Gelsenkirchener Norden,"Stadt Gelsenkirchen, 10/4.1 - Zentrale Beschaffungsstelle",2021-04-13,not specified,not specified,not specified,13.04.21,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Ärztlicher Dienst,Stadt Essen - JobCenter Essen,2024-05-08,not specified,not specified,not specified,08.05.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
22.05.02-Kfz-SV-2024,KPB Wesel Zentrale Vergabestelle,2024-06-27,not specified,not specified,not specified,27.06.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
"Sanierung Stützwand Springe, 58095 Hagen",Stadt Hagen,2024-08-01,23.08.24,not specified,not specified,01.08.24,VOB/A Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Rahmenvereinbarung Bodenuntersuchung - Geotechnik,Stadt Bad Münstereifel,2024-07-26,26.08.24,not specified,not specified,26.07.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Evaluation Cluster NMWP 2024,"Ministerium für Wirtschaft, Industrie, Klimaschutz und Energie des Landes Nordrhein-Westfalen",2024-06-04,not specified,not specified,not specified,04.06.24,UVgO Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
BLB DU / Universität Duisburg Essen / Campus Essen / Austausch der Abhangdecken / Objektplanung / ( 020-24-00324),Bau- und Liegenschaftsbetrieb NRW Duisburg,2024-07-22,12.08.24,not specified,not specified,22.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
"Umbau ehem. Polizeiwache Prentzelstr. 6, Hagen",Stadt Hagen,2024-04-07,not specified,not specified,not specified,07.04.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
"BLB NRW Köln / Bund / Flugbereitschaft Köln Wahn, Halle 3 /Objektplanung -  Dachsanierung und Container",Bau- und Liegenschaftsbetrieb NRW Köln,2024-07-05,not specified,not specified,not specified,05.07.24,VgV Vergebener Auftrag,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
BLB NRW / NL DO / TU Dortmund / WE2037 / CCB / Bodengutachten / 010-24-00551,Bau- und Liegenschaftsbetrieb NRW Dortmund,2024-08-04,03.09.24,not specified,not specified,04.08.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
"2024-0289, Flächendeckende Erfassung und Standortbezogene Historische Erkundung möglicher Boden- und Grundwasserkontaminationen mit PFAS im Stadtgebiet Leverkusen",Stadt Leverkusen - Fachbereich Recht und Vergabestelle,2024-07-16,08.08.24,not specified,not specified,16.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Baugrundgutachten für die Sanierung des Berufskollegs Meschede,Hochsauerlandkreis,2024-07-17,15.08.24,not specified,not specified,17.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Erstellung eines Rechtsgutachtens im Kontext urbane Datenplattform und Digitaler Zwilling,Stadt Aachen - Zentrale Vergabestelle,2024-07-24,14.08.24,not specified,not specified,24.07.24,UVgO Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
"Schadstoffuntersuchungen (Rahmenvereinbarung/Jahresabrufauftrag), Verschiedene Objekte in 5 Stadtbezirken, 45875 Gelsenkirchen",Stadt Gelsenkirchen,2024-06-12,08.08.24,not specified,not specified,12.06.24,VgV Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Unicenter - Abbruchleistungen,Technische Universität Dortmund,2023-11-28,not specified,not specified,not specified,28.11.23,VOB/A Beabsichtigte Ausschreibung,https://www.evergabe.nrw.de,Gutachten,North Rhine-Westphalia
Weiterbetrieb des DataHub Rheinland-Pfalz auf Basis von DataCycle,Rheinland-Pfalz Tourismus GmbH,2024-04-19,not specified,not specified,not specified,19.04.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Erlebnis, Destination, Tourismus",Rhineland-Palatinate
Helpdesk und Datenbank-Management für das landesweite Destinationsmanagementsystem Deskline(R),Rheinland-Pfalz Tourismus GmbH,2024-05-28,not specified,not specified,not specified,28.05.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Erlebnis, Destination, Tourismus",Rhineland-Palatinate
Island Exkursion,Universität Trier,2024-06-19,not specified,not specified,not specified,19.06.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,"Erlebnis, Beratung, Studie",Rhineland-Palatinate
Rahmenvereinbarung für Bundeswehrmaßnahmen im Zuständigkeitsbereich der LBB Niederlassung Kaiserslautern -  Objektplanung Gebäude und Innenräume gem. Teil 3 Abschnitt 1 HOAI 2021,"Bundesrepublik Deutschland, vertreten durch d. Bundesministerium d. Verteidigung, vertreten durch d. Amt für Bundesbau (ABB), vertreten d. Landesbetrieb Liegenschafts- und Baubetreuung (LBB) NL Kaiserslautern, vertreten durch d.ie Niederlassungsleitung",2024-08-02,09.09.24,not specified,not specified,02.08.24,VSVgV TNW,https://vergabe.rlp.de,"Freizeit, Besucher",Rhineland-Palatinate
Veranstaltungsreihe Informationsoffensive Tourismus RLP,Rheinland-Pfalz Tourismus GmbH,2024-02-21,not specified,not specified,not specified,21.02.24,UVgO Vergebener Auftrag,https://vergabe.rlp.de,"Tourismus, Konzept",Rhineland-Palatinate
IT-Services und Support für die Rheinland-Pfalz-Tourismus GmbH,Rheinland-Pfalz Tourismus GmbH,2024-06-06,not specified,not specified,not specified,06.06.24,VgV Vergebener Auftrag,https://vergabe.rlp.de,"Tourismus, Konzept, Beratung, Analyse, Marktforschung",Rhineland-Palatinate
Service-Center Dienstleistungen,Rheinland-Pfalz Tourismus GmbH,2024-07-11,08.08.24,not specified,not specified,11.07.24,UVgO Ausschreibung,https://vergabe.rlp.de,Tourismus,Rhineland-Palatinate
